"Countries","areas","Reference year(s)","Age group","DTP3 (%)",Source,"Source (detailed)"
arg,Argentina,2006,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arg,Argentina,2007,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arg,Argentina,2008,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arg,Argentina,2009,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arg,Argentina,2010,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arg,Argentina,2011,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arg,Argentina,2012,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arg,Argentina,2013,"0-11 months",87,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1992,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1993,"0-11 months",85,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1994,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1995,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1996,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1997,"0-11 months",88,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1998,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,1999,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2000,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2001,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2002,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2003,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2004,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2005,"0-11 months",90,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2006,"0-11 months",87,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2007,"0-11 months",88,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2008,"0-11 months",89,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2009,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2010,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2011,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2012,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
arm,Armenia,2013,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1980,"0-11 months",54,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1981,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1982,"0-11 months",79,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1983,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1984,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1985,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1986,"0-11 months",96,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1987,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1988,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1989,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1990,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1991,"0-11 months",94,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1992,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1993,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1994,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1995,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1996,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1997,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1998,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",1999,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2000,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2001,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2002,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2003,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2004,"0-11 months",97,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2005,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2006,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2007,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2008,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2009,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2010,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2011,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2012,"0-11 months",98,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
atg,"Antigua and Barbuda",2013,"0-11 months",99,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1980,"0-11 months",33,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1981,"0-11 months",40,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1982,"0-11 months",48,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1983,"0-11 months",55,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1984,"0-11 months",62,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1985,"0-11 months",68,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1986,"0-11 months",75,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1987,"0-11 months",81,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1988,"0-11 months",88,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1989,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1990,"0-11 months",95,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1991,"0-11 months",93,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1992,"0-11 months",91,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1993,"0-11 months",90,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1994,"0-11 months",88,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1995,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1996,"0-11 months",86,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1997,"0-11 months",77,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1998,"0-11 months",82,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,1999,"0-11 months",88,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,2000,"0-11 months",90,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
aus,Australia,2001,"0-11 months",92,"WUENIC, 2013 revision","WHO and UNICEF estimates of national immunization coverage (WUENIC), 2013 revision (completed July 2014)"
